"id","nome","source_folder","tags_secundarias","quantidade_secundarias","status"
"media_e494852cbe69f732e2e7","Agachamento frontal","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento frontal","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_4e6468a658481a45541b","Agachamento frontal com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento frontal com barra","Barra | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_56a5fda36c7e7ab49164","Agachamento frontal com cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento frontal com cabo","Polia/Cabo | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_e832b002bf2c8fbbf70b","Agachamento goblet com kettlebell","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento goblet com kettlebell","Kettlebell | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_3d65500f975cea8c0c21","Agachamento hack reverso","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento hack reverso","Máquina | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_ebcddffdd8c7d3e7f722","Agachamento livre com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento livre com barra","Barra | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_7b0e8fc780db53bb8e4e","Agachamento livre sem peso","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento livre sem peso","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_a056a94c9c19680f162c","Agachamento na máquina abdutora","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento na máquina abdutora","Máquina | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_9605731aec37f2b0f208","Agachamento na máquina hack","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento na máquina hack","Máquina | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_cad4be862aaecd57b990","Agachamento na parede com bola de exercício","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento na parede com bola de exercício","Bola | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_7f224944c0ef0196a5fd","Agachamento pistola","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento pistola","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_0d5e4d939eca8975cffc","Agachamento pistola com kettlebell","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento pistola com kettlebell","Kettlebell | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_c9d5570b6dd94fde6c56","Agachamento sumô com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento sumô com barra","Barra | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_3511fc464b06ab0e6070","Agachamento sumô com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento sumô com halteres","Halteres | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_2bf4c5e258eebff75145","Agachamento sumô com peso corporal","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento sumô com peso corporal","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_c0f396dd1380f9d316e9","Agachamento sumô plie com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento sumô plie com halteres","Halteres | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_096aae1b6a146e36ec0d","Agachamento unilateral com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento unilateral com barra","Barra | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_326320dc04f739a6c90f","Agachamento unilateral havaiano","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento unilateral havaiano","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_f8658e3fafcfdca558b3","Agachamento zercher","C:\Users\bruno\Downloads\Exercicios renomeados\Agachamento zercher","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_6bf40676c7cb302219df","Alongamento 90 - 90 de quadril","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento 90 - 90 de quadril","Quadril | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_2d42a663cf24cc405e8f","Alongamento abdominal cobra","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento abdominal cobra","Costas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_51fc03ea72a0314d40ea","Alongamento borboleta (Titli Asana)","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento borboleta (Titli Asana)","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_84a6acfcf58fa2c04389","Alongamento da esfinge","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento da esfinge","Costas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_e78fb8ed022e365f8f18","Alongamento da panturrilha com perna esticada","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento da panturrilha com perna esticada","Panturrilhas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_9ee4109771b82167ecef","Alongamento da panturrilha gastrocnêmio em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento da panturrilha gastrocnêmio em pé","Panturrilhas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_d409fcb8ac2ec18ef41d","Alongamento da panturrilha no calcanhar agachado","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento da panturrilha no calcanhar agachado","Panturrilhas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_a74a732d7be0d059f8c8","Alongamento da parte superior das costas","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento da parte superior das costas","Costas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_733bb0db68a94c59f2d6","Alongamento de avanço lateral","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de avanço lateral","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_069490aef71bfee26e23","Alongamento de dorsais com apoio","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de dorsais com apoio","Costas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_77c1a1aeb7bf8e3867ab","Alongamento de glúteo deitado","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de glúteo deitado","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_4b9ebfd31f7b8294bd49","Alongamento de isquiotibiais em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de isquiotibiais em pé","Posterior de coxa | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_63abed8d4214a8b702ee","Alongamento de isquiotibiais sentado","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de isquiotibiais sentado","Posterior de coxa | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_f33c86c14c05899e86b2","Alongamento de ombro cruzado","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de ombro cruzado","Ombros | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_3081929e8ef6e2570cb3","Alongamento de ombro reverso em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de ombro reverso em pé","Ombros | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_e850e7bb3e5aa35e6f58","Alongamento de ombros com toalha","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de ombros com toalha","Ombros | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_18eef06f9ff2235dac03","Alongamento de panturrilha com calcanhar único","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de panturrilha com calcanhar único","Panturrilhas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_fa68e8b147ab3b2a7d5c","Alongamento de panturrilha com corda","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de panturrilha com corda","Panturrilhas | Corda | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_962fb047af792dc9727a","Alongamento de panturrilha com perna reta sentada","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de panturrilha com perna reta sentada","Panturrilhas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_b325bd4d91efaadde4b3","Alongamento de panturrilha em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de panturrilha em pé","Panturrilhas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_86a65791f399768f3c20","Alongamento de panturrilhas de uma perna","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de panturrilhas de uma perna","Panturrilhas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_4fd8033a2364b86bf6b9","Alongamento de peito com rolo de espuma","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de peito com rolo de espuma","Peito | Rolo de espuma | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_525840eaa771d451882a","Alongamento de peito e ombros na porta","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de peito e ombros na porta","Peito | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_ef337b52a24ab70e2ec3","Alongamento de posteriores da coxa em pé com pernas cruzadas","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de posteriores da coxa em pé com pernas cruzadas","Posterior de coxa | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_ce67570dcf58ea2e0c9a","Alongamento de quadríceps em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de quadríceps em pé","Quadríceps | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_fd7ed87266d6be137151","Alongamento de quadríceps em quatro apoios","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de quadríceps em quatro apoios","Quadríceps | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_223c0014c13e1924d31a","Alongamento de rotação do pescoço","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento de rotação do pescoço","Pescoço | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_4a48934603494434bc8e","Marcha com joelhos altos","C:\Users\bruno\Downloads\Exercicios renomeados\Marcha com joelhos altos","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_e3130a9859e3efff8cb1","Alongamento do adutor com a perna ajoelhada","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do adutor com a perna ajoelhada","Quadril | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_6b8fa1f903247b9bfb21","Alongamento do adutor da parte interna da coxa com rolo de espuma","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do adutor da parte interna da coxa com rolo de espuma","Quadril | Rolo de espuma | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_d449d7a95bef268c3a9d","Alongamento do flexor do quadril ajoelhado","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do flexor do quadril ajoelhado","Quadril | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_5750a2410bf433e054fa","Alongamento do peito acima da cabeça","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do peito acima da cabeça","Peito | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_33b254fa7eae33e2a8ad","Alongamento do peito e da frente dos ombros","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do peito e da frente dos ombros","Peito | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_0fafa9f029bf477acc49","Alongamento do peito sentado","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do peito sentado","Peito | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_c39b59d3b9d12e3254e8","Alongamento do pescoço ajoelhado","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do pescoço ajoelhado","Pescoço | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_ea4f183f87b329b3a411","Alongamento do pescoço na frente e atrás","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do pescoço na frente e atrás","Pescoço | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_2fc0502c80257e98f426","Alongamento do piriforme","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do piriforme","Quadril | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_4dac9766556a2e464739","Alongamento do tendão de Aquiles em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento do tendão de Aquiles em pé","Panturrilhas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_c24b01e0f50883f56a8a","Alongamento dos ombros atrás das costas","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento dos ombros atrás das costas","Ombros | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_9ce678ccdfeff4acb415","Alongamento em pé com alcance e rotação para trás","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento em pé com alcance e rotação para trás","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_b6864eaa37b80ae20eba","Alongamento em pé tocando os pés","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento em pé tocando os pés","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_ad719ebeceb808ae7eea","Alongamento estático de panturrilhas","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento estático de panturrilhas","Panturrilhas | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_6cbbd42be5def6236f4b","Alongamento extensor do dedo do pé","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento extensor do dedo do pé","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_956517a5c3aa0aba04f1","Alongamento flexor do dedo do pé em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento flexor do dedo do pé em pé","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_3a09d04944073caef961","Alongamento lateral da parte interna da coxa","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento lateral da parte interna da coxa","Quadril | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_201128c301ab020b75df","Alongamento lateral do pescoço","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento lateral do pescoço","Pescoço | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_c0dd18c5ef0348c03d7c","Alongamento lateral do pescoço - Variação 2","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento lateral do pescoço - Variação 2","Pescoço | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_a3699b5d616ee8a4ec23","Alongamento reverso assistido do ombro","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento reverso assistido do ombro","Ombros | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_91996788bbd747cbd849","Alongamento tibial posterior","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamento tibial posterior","Posterior de coxa | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_f280c8c04f5592d91d0c","Alongamentos de pés e tornozelos","C:\Users\bruno\Downloads\Exercicios renomeados\Alongamentos de pés e tornozelos","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_929dbf0966bac4decf20","Alpinista","C:\Users\bruno\Downloads\Exercicios renomeados\Alpinista","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_20bd9b31cd9a576fe4e3","Alpinista de corpo cruzado","C:\Users\bruno\Downloads\Exercicios renomeados\Alpinista de corpo cruzado","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_51f5eea1ada583f04619","Alpinista em pé","C:\Users\bruno\Downloads\Exercicios renomeados\Alpinista em pé","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_0227c6e50f6b9aeb5d1b","Alto ajoelhado com kettlebell press com um braço","C:\Users\bruno\Downloads\Exercicios renomeados\Alto ajoelhado com kettlebell press com um braço","Kettlebell | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_1a0d6f86c3515ea14bbe","Andando","C:\Users\bruno\Downloads\Exercicios renomeados\Andando","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_3d963b58748b84a8a442","Andar de bicicleta ao ar livre","C:\Users\bruno\Downloads\Exercicios renomeados\Andar de bicicleta ao ar livre","Bicicleta | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_ccb1fd166f2e8e1aa341","Arnold Press de braço único","C:\Users\bruno\Downloads\Exercicios renomeados\Arnold Press de braço único","Tríceps | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_8cc384160eac3a942fc8","Arranco de kettlebell com um braço","C:\Users\bruno\Downloads\Exercicios renomeados\Arranco de kettlebell com um braço","Kettlebell | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_7b48e5dca9b70ed59f00","Arranco dividido com kettlebell","C:\Users\bruno\Downloads\Exercicios renomeados\Arranco dividido com kettlebell","Kettlebell | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_ae61da474b9ee3a2ac51","Arremesso de bola medicinal acima da cabeça","C:\Users\bruno\Downloads\Exercicios renomeados\Arremesso de bola medicinal acima da cabeça","Bola | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_a98e9cff7f458ee7a006","Arremesso de bola medicinal para trás","C:\Users\bruno\Downloads\Exercicios renomeados\Arremesso de bola medicinal para trás","Bola | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_8aa125b54d1d807fd825","Arremesso rotacional de bola medicinal","C:\Users\bruno\Downloads\Exercicios renomeados\Arremesso rotacional de bola medicinal","Bola | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_bf33024434d126cbcd82","Avanço caminhando com joelho alto","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço caminhando com joelho alto","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_86056df84075f61cb215","Avanço com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço com barra","Barra | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_b9bc429a3370c748bafe","Avanço com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço com halteres","Halteres | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_f02a9ae17df06819456e","Avanço de joelho alto na bola bosu","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço de joelho alto na bola bosu","Bola | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_4197b976e29959797fdb","Avanço em reverência com halter","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço em reverência com halter","Halteres | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_5275ca8b97493acce857","Avanço estático","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço estático","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_d14666c2a55e1afe6f7a","Avanço lateral com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço lateral com barra","Barra | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_84aadc1a87a366a3aa9f","Avanço reverso","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço reverso","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_4adb2d380ec63f7847db","Avanço reverso com elevação do joelho","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço reverso com elevação do joelho","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_184795bc4d3432403a0c","Avanço reverso com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço reverso com halteres","Halteres | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_44ecad2e6834f3d1b08d","Avanço reverso com halteres em déficit","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço reverso com halteres em déficit","Halteres | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_b8fc63947f73d93e8737","Avanço à frente no cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Avanço à frente no cabo","Polia/Cabo | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_758e4621a53bd9bc2df1","Balanço de braços para trás","C:\Users\bruno\Downloads\Exercicios renomeados\Balanço de braços para trás","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_9834555f768c1fa8c02f","Balanço de kettlebell com um braço","C:\Users\bruno\Downloads\Exercicios renomeados\Balanço de kettlebell com um braço","Kettlebell | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_153169d5090bfdd3451b","Balanços de kettlebell","C:\Users\bruno\Downloads\Exercicios renomeados\Balanços de kettlebell","Kettlebell | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_b8bab8072533376065df","Bandeira do dragão","C:\Users\bruno\Downloads\Exercicios renomeados\Bandeira do dragão","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_1ea4d467d2d1b8a2d59f","Bandeira humana","C:\Users\bruno\Downloads\Exercicios renomeados\Bandeira humana","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_4dcab7ef8bb64971834a","Barra fixa atrás da nuca","C:\Users\bruno\Downloads\Exercicios renomeados\Barra fixa atrás da nuca","Barra fixa | Bíceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_81c324bef463f603edca","Barra fixa com salto","C:\Users\bruno\Downloads\Exercicios renomeados\Barra fixa com salto","Barra fixa | Bíceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_026655e8cc00bf1edc17","Barra fixa pronada","C:\Users\bruno\Downloads\Exercicios renomeados\Barra fixa pronada","Barra fixa | Bíceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_e4603b1fcd8afe8294ed","Barra fixa supinada","C:\Users\bruno\Downloads\Exercicios renomeados\Barra fixa supinada","Barra fixa | Bíceps | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_787d2b7f30c21b05a6ba","Bear crawl","C:\Users\bruno\Downloads\Exercicios renomeados\Bear crawl","Cardio | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_ef407b9761897c2cc114","Bicicleta ergométrica","C:\Users\bruno\Downloads\Exercicios renomeados\Bicicleta ergométrica","Máquina | Bicicleta | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_094d9361de1ff3d5ebbc","Bicicleta ergométrica de braços","C:\Users\bruno\Downloads\Exercicios renomeados\Bicicleta ergométrica de braços","Máquina | Bicicleta | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_266d8394c72b60e51234","Bird dog","C:\Users\bruno\Downloads\Exercicios renomeados\Bird dog","Sem aparelhos | Casa","2","COM_SECUNDARIAS_NO_TXT"
"media_bb12c5fa78c5b89ff897","Bom dia","C:\Users\bruno\Downloads\Exercicios renomeados\Bom dia","Glúteos | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_52802d407ef264232c75","Bom dia na máquina Smith","C:\Users\bruno\Downloads\Exercicios renomeados\Bom dia na máquina Smith","Máquina | Glúteos | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_5f7be5b8e1ab3409cde4","Burpee jack","C:\Users\bruno\Downloads\Exercicios renomeados\Burpee jack","Cardio | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_65f8cbd1c7beb95fc70a","Burpee Navy Seal","C:\Users\bruno\Downloads\Exercicios renomeados\Burpee Navy Seal","Cardio | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_a9a26a95177d7762092b","Burpees","C:\Users\bruno\Downloads\Exercicios renomeados\Burpees","Cardio | Sem aparelhos | Casa","3","COM_SECUNDARIAS_NO_TXT"
"media_6ce342104be997857bfc","Burpees com halteres","C:\Users\bruno\Downloads\Exercicios renomeados\Burpees com halteres","Halteres | Cardio | Academia","3","COM_SECUNDARIAS_NO_TXT"
"media_6cc08b72e9f06a9ed4b7","Caminhada do fazendeiro","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada do fazendeiro","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_8373beec51ab2caef14a","Caminhada do pato","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada do pato","Sem aparelhos | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_ee0c42be9fa8cb27a654","Caminhada em elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada em elástico","Elástico | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_ff9175ec64940dc28d4c","Caminhada lateral com elástico de resistência","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada lateral com elástico de resistência","Elástico | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_8fbf02503a0ce648bcc4","Caminhada na máquina Wave","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada na máquina Wave","Máquina | Ao ar livre | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_01d5b490f9b6cfaf4b1e","Caminhando rapidamente","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhando rapidamente","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_e1bd6d4568646d6011ba","Chute alternado de pernas no banco","C:\Users\bruno\Downloads\Exercicios renomeados\Chute alternado de pernas no banco","Banco | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_a881870a637a1f10623d","Chute de gancho","C:\Users\bruno\Downloads\Exercicios renomeados\Chute de gancho","Sem aparelhos | Casa | Corpo inteiro","3","COM_SECUNDARIAS_NO_TXT"
"media_9c6b0ae30ab6f670f146","Clean and jerk com kettlebell","C:\Users\bruno\Downloads\Exercicios renomeados\Clean and jerk com kettlebell","Kettlebell | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_de5f68cb66debc8557fd","Clean and jerk com kettlebell - variação 2","C:\Users\bruno\Downloads\Exercicios renomeados\Clean and jerk com kettlebell - variação 2","Kettlebell | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_c1fdc05bd91fda763646","Clean and press com barra","C:\Users\bruno\Downloads\Exercicios renomeados\Clean and press com barra","Barra | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_632ab616e0f5d154bb11","Coice de burro de cabo","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de burro de cabo","Polia/Cabo | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_a1737e5447fc1402669c","Coice de glúteo ajoelhado com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo ajoelhado com elástico","Elástico | Academia","2","COM_SECUNDARIAS_NO_TXT"
"media_7a768bbd1c5351e7e603","Coice de glúteo com elástico","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo com elástico","Elástico | Academia","2","COM_SECUNDARIAS_NO_TXT"
