"id","nome","nome_anterior","arquivo_gif","hash_gif","classificacao","possivel_equivalente_source","motivo"
"media_541ebc3f3c283bacb104","Elevação de joelhos deitado","Elevação de joelhos deitado","gifs/abdominais/Deitado, joelho levantado - Variação 3.gif","91dea921bffc2d9535592b64307fef7f62b2c83903dde8a7e4a7d3cdf903e123","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_585f56a0f65b788dca0b","Levantamento terra romeno com barra","Levantamento terra romeno com barra","gifs/costas/Pulldown lat meio ajoelhado - Variação 2.gif","bebc78d0e86b7ce48ecf1985a82ad50a0fd128c20cb4ec5cbee44ad06d2665a9","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_5b342bc56963ecc5e222","Elevação frontal com anilha","Elevação frontal com anilha","gifs/ombros/Elevação frontal da placa de peso - Variação 4.gif","12e3b660d93e936e6a994f898ac66da0e24dedd0f99ef75eea97b908be6b962e","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_601eacc717cf7cbaa93a","Mergulho escapular no banco","Mergulho escapular no banco","gifs/trapézio/Mergulhos da escápula.gif","1d92492bbd72da2357fb3ff26dcaf5da357a3206ca0501a9cddc430b27cc110c","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_6161f56d9be8008ff7f6","Agachamento búlgaro com halteres","Agachamento búlgaro com halteres","gifs/perna/Agachamento dividido búlgaro com halteres.gif","15cb9fc0013532202b9cb76d63ef1f3fe6a70bd9b49f3ed0f0087bdd3a4332fb","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_63f51b37a61a47d9965c","Desenvolvimento com barra sentado","Desenvolvimento com barra sentado","gifs/ombros/Press de ombro com barra.gif","f7fb567273d8c3ef49810e34dd137be666ecaf065837a1ff92c5650824ad9e1a","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_64d0aec113a93ec1cdf1","Agachamento frontal com barra","Agachamento frontal com barra","gifs/perna/Em pé leg rosca with resistance band - Variação 2.gif","2e645b8bae45339c94f9c70a9c1e878c3579f6453503702abd8ec2f4c669eeb1","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_67217bfce5dfe23be6f9","Elevação frontal com anilhas","","gifs/ombros/Elevação frontal da placa de peso - Variação 9.gif","95b324d2744521929b3a006e2749a4691735812de6e81a9d1dcdb5367ead179a","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_7229af074db2bf70707e","Pullover com halter no banco","","gifs/peitoral/Pullover com halter no banco.gif","5cb9c311012e5b21580bf459a83c5321f856b22f35f159eb929f756558f56754","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_73fff0106ec6850ed69f","Desenvolvimento com halteres sentado","","gifs/peitoral/Supino com halteres sentado.gif","f13f5c3976e47342e5b0dc6761a5539380d6b2b6f89988d4e1476999d29af53f","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_743cb87d82dfedb2deef","Toque de caranguejo com rotação","Toque de caranguejo com rotação","gifs/abdominais/Toque de torção de caranguejo.gif","ca2efa48c966980342887dea5f8063634cf7fe90c44b5f9153db499f6cef4bba","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
"media_79eda1f83b8b3cb5c4f1","Flexão de joelhos ajoelhado na máquina","Flexão de joelhos ajoelhado na máquina","gifs/perna/Alavanca ajoelhada flexão de perna.gif","aed769a7f90f695efabe797342fc4495a8efcca64787c6572520170c6af69b01","SEM_FONTE_REVISADA","","Não existe pasta/TXT correspondente na fonte revisada atual."
