"id","source_folder","campo","valor_antes","valor_source","valor_depois","status"
"media_094d9361de1ff3d5ebbc","C:\Users\bruno\Downloads\Exercicios renomeados\Bicicleta ergométrica de braços","tags_secundarias","Academia","Máquina | Bicicleta | Academia","Máquina | Bicicleta | Academia","CORRIGIDO"
"media_094d9361de1ff3d5ebbc","C:\Users\bruno\Downloads\Exercicios renomeados\Bicicleta ergométrica de braços","tags_compatibilidade","Cardio","Cardio | Máquina | Bicicleta | Academia","Cardio | Máquina | Bicicleta | Academia","CORRIGIDO"
"media_266d8394c72b60e51234","C:\Users\bruno\Downloads\Exercicios renomeados\Bird dog","tags_secundarias","Casa | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_266d8394c72b60e51234","C:\Users\bruno\Downloads\Exercicios renomeados\Bird dog","tags_compatibilidade","Abdômen/Core","Abdômen/Core | Sem aparelhos | Casa","Abdômen/Core | Sem aparelhos | Casa","CORRIGIDO"
"media_bb12c5fa78c5b89ff897","C:\Users\bruno\Downloads\Exercicios renomeados\Bom dia","tags_secundarias","Barra | Academia","Glúteos | Sem aparelhos | Casa","Glúteos | Sem aparelhos | Casa","CORRIGIDO"
"media_bb12c5fa78c5b89ff897","C:\Users\bruno\Downloads\Exercicios renomeados\Bom dia","tags_compatibilidade","Posterior de coxa","Posterior de coxa | Glúteos | Sem aparelhos | Casa","Posterior de coxa | Glúteos | Sem aparelhos | Casa","CORRIGIDO"
"media_52802d407ef264232c75","C:\Users\bruno\Downloads\Exercicios renomeados\Bom dia na máquina Smith","tags_secundarias","Barra | Academia","Máquina | Glúteos | Academia","Glúteos | Máquina | Academia","CORRIGIDO"
"media_52802d407ef264232c75","C:\Users\bruno\Downloads\Exercicios renomeados\Bom dia na máquina Smith","tags_compatibilidade","Posterior de coxa","Posterior de coxa | Máquina | Glúteos | Academia","Posterior de coxa | Máquina | Glúteos | Academia","CORRIGIDO"
"media_5f7be5b8e1ab3409cde4","C:\Users\bruno\Downloads\Exercicios renomeados\Burpee jack","tags_secundarias","Academia | Casa","Cardio | Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_5f7be5b8e1ab3409cde4","C:\Users\bruno\Downloads\Exercicios renomeados\Burpee jack","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro | Cardio | Sem aparelhos | Casa","CORRIGIDO"
"media_65f8cbd1c7beb95fc70a","C:\Users\bruno\Downloads\Exercicios renomeados\Burpee Navy Seal","tags_secundarias","Casa | Academia | Ao ar livre","Cardio | Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_65f8cbd1c7beb95fc70a","C:\Users\bruno\Downloads\Exercicios renomeados\Burpee Navy Seal","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro | Cardio | Sem aparelhos | Casa","CORRIGIDO"
"media_a9a26a95177d7762092b","C:\Users\bruno\Downloads\Exercicios renomeados\Burpees","tags_secundarias","Casa | Academia","Cardio | Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_a9a26a95177d7762092b","C:\Users\bruno\Downloads\Exercicios renomeados\Burpees","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro | Cardio | Sem aparelhos | Casa","CORRIGIDO"
"media_6ce342104be997857bfc","C:\Users\bruno\Downloads\Exercicios renomeados\Burpees com halteres","tags_secundarias","Halteres | Academia | Casa","Halteres | Cardio | Academia","Halteres | Academia","CORRIGIDO"
"media_6ce342104be997857bfc","C:\Users\bruno\Downloads\Exercicios renomeados\Burpees com halteres","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Halteres | Cardio | Academia","Corpo inteiro | Halteres | Cardio | Academia","CORRIGIDO"
"media_6cc08b72e9f06a9ed4b7","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada do fazendeiro","tags_secundarias","Halteres | Academia | Casa","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_6cc08b72e9f06a9ed4b7","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada do fazendeiro","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_8373beec51ab2caef14a","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada do pato","tags_secundarias","Casa | Academia","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_8373beec51ab2caef14a","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada do pato","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_ee0c42be9fa8cb27a654","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada em elástico","tags_secundarias","Academia | Casa","Elástico | Ao ar livre | Corpo inteiro","Corpo inteiro | Elástico | Ao ar livre","CORRIGIDO"
"media_ee0c42be9fa8cb27a654","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada em elástico","tags_compatibilidade","Cardio","Cardio | Elástico | Ao ar livre | Corpo inteiro","Cardio | Elástico | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_ff9175ec64940dc28d4c","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada lateral com elástico de resistência","tags_secundarias","Casa | Academia","Elástico | Ao ar livre | Corpo inteiro","Corpo inteiro | Elástico | Ao ar livre","CORRIGIDO"
"media_ff9175ec64940dc28d4c","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada lateral com elástico de resistência","tags_compatibilidade","Cardio","Cardio | Elástico | Ao ar livre | Corpo inteiro","Cardio | Elástico | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_8fbf02503a0ce648bcc4","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada na máquina Wave","tags_secundarias","Academia | Casa","Máquina | Ao ar livre | Corpo inteiro","Corpo inteiro | Máquina | Ao ar livre","CORRIGIDO"
"media_8fbf02503a0ce648bcc4","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhada na máquina Wave","tags_compatibilidade","Cardio","Cardio | Máquina | Ao ar livre | Corpo inteiro","Cardio | Máquina | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_01d5b490f9b6cfaf4b1e","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhando rapidamente","tags_secundarias","Casa | Ao ar livre | Academia","Sem aparelhos | Casa | Corpo inteiro","Corpo inteiro | Sem aparelhos | Casa","CORRIGIDO"
"media_01d5b490f9b6cfaf4b1e","C:\Users\bruno\Downloads\Exercicios renomeados\Caminhando rapidamente","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio | Sem aparelhos | Casa | Corpo inteiro","CORRIGIDO"
"media_e1bd6d4568646d6011ba","C:\Users\bruno\Downloads\Exercicios renomeados\Chute alternado de pernas no banco","tags_secundarias","Academia","Banco | Academia","Banco | Academia","CORRIGIDO"
"media_e1bd6d4568646d6011ba","C:\Users\bruno\Downloads\Exercicios renomeados\Chute alternado de pernas no banco","tags_compatibilidade","Abdômen/Core","Abdômen/Core | Banco | Academia","Abdômen/Core | Banco | Academia","CORRIGIDO"
"media_a881870a637a1f10623d","C:\Users\bruno\Downloads\Exercicios renomeados\Chute de gancho","tags_secundarias","Academia","Sem aparelhos | Casa | Corpo inteiro","Corpo inteiro | Sem aparelhos | Casa","CORRIGIDO"
"media_a881870a637a1f10623d","C:\Users\bruno\Downloads\Exercicios renomeados\Chute de gancho","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio | Sem aparelhos | Casa | Corpo inteiro","CORRIGIDO"
"media_9c6b0ae30ab6f670f146","C:\Users\bruno\Downloads\Exercicios renomeados\Clean and jerk com kettlebell","tags_secundarias","Kettlebell | Casa | Academia","Kettlebell | Academia","Kettlebell | Academia","CORRIGIDO"
"media_9c6b0ae30ab6f670f146","C:\Users\bruno\Downloads\Exercicios renomeados\Clean and jerk com kettlebell","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Kettlebell | Academia","Corpo inteiro | Kettlebell | Academia","CORRIGIDO"
"media_de5f68cb66debc8557fd","C:\Users\bruno\Downloads\Exercicios renomeados\Clean and jerk com kettlebell - variação 2","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Kettlebell | Academia","Corpo inteiro | Kettlebell | Academia","CORRIGIDO"
"media_c1fdc05bd91fda763646","C:\Users\bruno\Downloads\Exercicios renomeados\Clean and press com barra","tags_secundarias","Anilhas | Academia","Barra | Academia","Barra | Academia","CORRIGIDO"
"media_c1fdc05bd91fda763646","C:\Users\bruno\Downloads\Exercicios renomeados\Clean and press com barra","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Barra | Academia","Corpo inteiro | Barra | Academia","CORRIGIDO"
"media_632ab616e0f5d154bb11","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de burro de cabo","tags_secundarias","Academia","Polia/Cabo | Academia","Polia/Cabo | Academia","CORRIGIDO"
"media_632ab616e0f5d154bb11","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de burro de cabo","tags_compatibilidade","Glúteos","Glúteos | Polia/Cabo | Academia","Glúteos | Polia/Cabo | Academia","CORRIGIDO"
"media_a1737e5447fc1402669c","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo ajoelhado com elástico","tags_secundarias","Casa | Academia","Elástico | Academia","Elástico | Academia","CORRIGIDO"
"media_a1737e5447fc1402669c","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo ajoelhado com elástico","tags_compatibilidade","Glúteos","Glúteos | Elástico | Academia","Glúteos | Elástico | Academia","CORRIGIDO"
"media_7a768bbd1c5351e7e603","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo com elástico","tags_secundarias","Academia | Casa","Elástico | Academia","Elástico | Academia","CORRIGIDO"
"media_7a768bbd1c5351e7e603","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo com elástico","tags_compatibilidade","Glúteos","Glúteos | Elástico | Academia","Glúteos | Elástico | Academia","CORRIGIDO"
"media_c0e21e2b6be9b55d1243","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo em pé com elástico","tags_secundarias","Banco | Casa | Academia","Elástico | Academia","Elástico | Academia","CORRIGIDO"
"media_c0e21e2b6be9b55d1243","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo em pé com elástico","tags_compatibilidade","Glúteos","Glúteos | Elástico | Academia","Glúteos | Elástico | Academia","CORRIGIDO"
"media_6430871bfe3d73304ab3","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo em pé na máquina","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_6430871bfe3d73304ab3","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo em pé na máquina","tags_compatibilidade","Glúteos","Glúteos | Máquina | Academia","Glúteos | Máquina | Academia","CORRIGIDO"
"media_5744c108e7b61ac95f38","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo em quatro apoios","tags_secundarias","Casa | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_5744c108e7b61ac95f38","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo em quatro apoios","tags_compatibilidade","Glúteos","Glúteos | Sem aparelhos | Casa","Glúteos | Sem aparelhos | Casa","CORRIGIDO"
"media_5aeab25fa0bcb0dd6bd4","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo na máquina","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_5aeab25fa0bcb0dd6bd4","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo na máquina","tags_compatibilidade","Glúteos","Glúteos | Máquina | Academia","Glúteos | Máquina | Academia","CORRIGIDO"
"media_483617efe2b329d2853a","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo na máquina de extensão de perna","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_483617efe2b329d2853a","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo na máquina de extensão de perna","tags_compatibilidade","Glúteos","Glúteos | Máquina | Academia","Glúteos | Máquina | Academia","CORRIGIDO"
"media_35efed0c97abbf98d75e","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo na máquina de ferreiro","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_35efed0c97abbf98d75e","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteo na máquina de ferreiro","tags_compatibilidade","Glúteos","Glúteos | Máquina | Academia","Glúteos | Máquina | Academia","CORRIGIDO"
"media_5eb24948448fca1620ba","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteos com elástico","tags_secundarias","Casa | Academia","Elástico | Academia","Elástico | Academia","CORRIGIDO"
"media_5eb24948448fca1620ba","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de glúteos com elástico","tags_compatibilidade","Glúteos","Glúteos | Elástico | Academia","Glúteos | Elástico | Academia","CORRIGIDO"
"media_535db44790309f2be456","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de tríceps com halter","tags_secundarias","Banco | Academia | Casa","Halteres | Academia","Halteres | Academia","CORRIGIDO"
"media_535db44790309f2be456","C:\Users\bruno\Downloads\Exercicios renomeados\Coice de tríceps com halter","tags_compatibilidade","Tríceps","Tríceps | Halteres | Academia","Tríceps | Halteres | Academia","CORRIGIDO"
"media_54fdda4a4b95c1c43f3b","C:\Users\bruno\Downloads\Exercicios renomeados\Coice reverso da máquina smith","tags_secundarias","Barra | Anilhas | Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_54fdda4a4b95c1c43f3b","C:\Users\bruno\Downloads\Exercicios renomeados\Coice reverso da máquina smith","tags_compatibilidade","Glúteos","Glúteos | Máquina | Academia","Glúteos | Máquina | Academia","CORRIGIDO"
"media_c9d8fac2c181276fe967","C:\Users\bruno\Downloads\Exercicios renomeados\Contragolpe de perna reta","tags_secundarias","Casa | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_c9d8fac2c181276fe967","C:\Users\bruno\Downloads\Exercicios renomeados\Contragolpe de perna reta","tags_compatibilidade","Glúteos","Glúteos | Sem aparelhos | Casa","Glúteos | Sem aparelhos | Casa","CORRIGIDO"
"media_4e0edb0fb757e3dccb18","C:\Users\bruno\Downloads\Exercicios renomeados\Correndo","tags_secundarias","Academia | Casa | Ao ar livre","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_4e0edb0fb757e3dccb18","C:\Users\bruno\Downloads\Exercicios renomeados\Correndo","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Sem aparelhos | Casa","Corpo inteiro | Sem aparelhos | Casa","CORRIGIDO"
"media_e5dfc0e56ee2d29a9a27","C:\Users\bruno\Downloads\Exercicios renomeados\Correr no lugar","tags_secundarias","Casa | Academia | Ao ar livre","Sem aparelhos | Casa | Corpo inteiro","Corpo inteiro | Sem aparelhos | Casa","CORRIGIDO"
"media_e5dfc0e56ee2d29a9a27","C:\Users\bruno\Downloads\Exercicios renomeados\Correr no lugar","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio | Sem aparelhos | Casa | Corpo inteiro","CORRIGIDO"
"media_123d87b625e01bafaffe","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com calcanhar no glúteo","tags_secundarias","Casa | Academia","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_123d87b625e01bafaffe","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com calcanhar no glúteo","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_26f7d8e5eb41c2d4250f","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com levantamento de joelhos altos","tags_secundarias","Casa | Academia | Ao ar livre","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_26f7d8e5eb41c2d4250f","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com levantamento de joelhos altos","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_caaf3d5f4899b2e92455","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com mudança de direção","tags_secundarias","Casa | Academia | Ao ar livre","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_caaf3d5f4899b2e92455","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com mudança de direção","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_2f20cf12e525daf6416e","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com mudança de direção - variação 2","tags_secundarias","Casa | Academia | Ao ar livre","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_2f20cf12e525daf6416e","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida com mudança de direção - variação 2","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_56b89e088a455dfe8341","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida curta","tags_secundarias","Casa | Academia | Ao ar livre","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_56b89e088a455dfe8341","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida curta","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_2044b0318cce8dca700b","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de joelho alto","tags_secundarias","Casa | Academia | Ao ar livre","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_2044b0318cce8dca700b","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de joelho alto","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_16183aa3b50710307bfe","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de joelhos altos na parede","tags_secundarias","Casa | Academia","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_16183aa3b50710307bfe","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de joelhos altos na parede","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_3928553c4d86d92e9341","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de pés rápidos","tags_secundarias","Academia | Casa | Ao ar livre","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_3928553c4d86d92e9341","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de pés rápidos","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_dffc9594df3044c0cd33","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de velocista assistida por elástico","tags_secundarias","","Elástico | Ao ar livre | Corpo inteiro","Corpo inteiro | Elástico | Ao ar livre","CORRIGIDO"
"media_dffc9594df3044c0cd33","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida de velocista assistida por elástico","tags_compatibilidade","Cardio","Cardio | Elástico | Ao ar livre | Corpo inteiro","Cardio | Elástico | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_193a84220f7d9afed0b4","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida na esteira","tags_compatibilidade","Cardio | Esteira | Ao ar livre","Cardio | Esteira | Ao ar livre | Corpo inteiro","Cardio | Esteira | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_e3b386f85753a416abb8","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida na esteira curva","tags_compatibilidade","Cardio | Esteira | Ao ar livre","Cardio | Esteira | Ao ar livre | Corpo inteiro","Cardio | Esteira | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_7a6a8c28181f8a019c18","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida no Assault AirRunner","tags_secundarias","Academia","Máquina | Esteira | Ao ar livre","Máquina | Esteira | Ao ar livre","CORRIGIDO"
"media_7a6a8c28181f8a019c18","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida no Assault AirRunner","tags_compatibilidade","Cardio","Cardio | Máquina | Esteira | Ao ar livre","Cardio | Máquina | Esteira | Ao ar livre","CORRIGIDO"
"media_2b54121a04e8f357f3fb","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida para trás","tags_secundarias","Casa | Academia | Ao ar livre","Sem aparelhos | Ao ar livre | Corpo inteiro","Corpo inteiro | Sem aparelhos | Ao ar livre","CORRIGIDO"
"media_2b54121a04e8f357f3fb","C:\Users\bruno\Downloads\Exercicios renomeados\Corrida para trás","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","Cardio | Sem aparelhos | Ao ar livre | Corpo inteiro","CORRIGIDO"
"media_a7846d305c2dc974d864","C:\Users\bruno\Downloads\Exercicios renomeados\Cotovelo ao joelho em pé","tags_secundarias","Casa | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_a7846d305c2dc974d864","C:\Users\bruno\Downloads\Exercicios renomeados\Cotovelo ao joelho em pé","tags_compatibilidade","Abdômen/Core","Abdômen/Core | Sem aparelhos | Casa","Abdômen/Core | Sem aparelhos | Casa","CORRIGIDO"
"media_e1c9b1636d26d992ee66","C:\Users\bruno\Downloads\Exercicios renomeados\Cross de direita no boxe","tags_secundarias","Academia","Sem aparelhos | Casa | Corpo inteiro","Corpo inteiro | Sem aparelhos | Casa","CORRIGIDO"
"media_e1c9b1636d26d992ee66","C:\Users\bruno\Downloads\Exercicios renomeados\Cross de direita no boxe","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio | Sem aparelhos | Casa | Corpo inteiro","CORRIGIDO"
"media_a039cbf545245860086e","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover na polia alta","tags_secundarias","Academia","Polia/Cabo | Ombros | Academia","Ombros | Polia/Cabo | Academia","CORRIGIDO"
"media_a039cbf545245860086e","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover na polia alta","tags_compatibilidade","Peito","Peito | Polia/Cabo | Ombros | Academia","Peito | Polia/Cabo | Ombros | Academia","CORRIGIDO"
"media_2338c709ba8a04c9256a","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover na polia baixa","tags_secundarias","Academia","Polia/Cabo | Ombros | Academia","Ombros | Polia/Cabo | Academia","CORRIGIDO"
"media_2338c709ba8a04c9256a","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover na polia baixa","tags_compatibilidade","Peito","Peito | Polia/Cabo | Ombros | Academia","Peito | Polia/Cabo | Ombros | Academia","CORRIGIDO"
"media_48796bd36d11070af498","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover no cabo","tags_secundarias","Academia","Polia/Cabo | Ombros | Academia","Ombros | Polia/Cabo | Academia","CORRIGIDO"
"media_48796bd36d11070af498","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover no cabo","tags_compatibilidade","Peito","Peito | Polia/Cabo | Ombros | Academia","Peito | Polia/Cabo | Ombros | Academia","CORRIGIDO"
"media_ac48f6a2218e2fee2ec1","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover no cabo de baixo para cima","tags_secundarias","Academia","Polia/Cabo | Ombros | Academia","Ombros | Polia/Cabo | Academia","CORRIGIDO"
"media_ac48f6a2218e2fee2ec1","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover no cabo de baixo para cima","tags_compatibilidade","Peito","Peito | Polia/Cabo | Ombros | Academia","Peito | Polia/Cabo | Ombros | Academia","CORRIGIDO"
"media_01d7455df44bf9211b8a","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover unilateral no cabo","tags_secundarias","Academia","Polia/Cabo | Ombros | Academia","Ombros | Polia/Cabo | Academia","CORRIGIDO"
"media_01d7455df44bf9211b8a","C:\Users\bruno\Downloads\Exercicios renomeados\Crossover unilateral no cabo","tags_compatibilidade","Peito","Peito | Polia/Cabo | Ombros | Academia","Peito | Polia/Cabo | Ombros | Academia","CORRIGIDO"
"media_2093cb48e0d0fc3f80c9","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo ascendente com halteres","tags_secundarias","Halteres | Academia | Casa","Halteres | Ombros | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_2093cb48e0d0fc3f80c9","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo ascendente com halteres","tags_compatibilidade","Peito","Peito | Halteres | Ombros | Academia","Peito | Halteres | Ombros | Academia","CORRIGIDO"
"media_dd27c4821b3134f73d2e","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo com halteres","tags_secundarias","Halteres | Academia","Halteres | Ombros | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_dd27c4821b3134f73d2e","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo com halteres","tags_compatibilidade","Peito","Peito | Halteres | Ombros | Academia","Peito | Halteres | Ombros | Academia","CORRIGIDO"
"media_32efff8a44da2bda6a3c","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo declinado com halteres","tags_secundarias","Halteres | Academia","Halteres | Banco | Ombros","Ombros | Halteres | Banco | Academia","CORRIGIDO"
"media_32efff8a44da2bda6a3c","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo declinado com halteres","tags_compatibilidade","Peito","Peito | Halteres | Banco | Ombros","Peito | Halteres | Banco | Ombros","CORRIGIDO"
"media_63d7633c7ba75c100473","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo declinado no cabo","tags_secundarias","Academia","Polia/Cabo | Banco | Ombros","Ombros | Polia/Cabo | Banco | Academia","CORRIGIDO"
"media_63d7633c7ba75c100473","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo declinado no cabo","tags_compatibilidade","Peito","Peito | Polia/Cabo | Banco | Ombros","Peito | Polia/Cabo | Banco | Ombros","CORRIGIDO"
"media_004d0341c40b57d75378","C:\Users\bruno\Downloads\Exercicios renomeados\Crucifixo deitado no cabo","tags_secundarias","Academia","Polia/Cabo | Ombros | Academia","Ombros | Polia/Cabo | Academia","CORRIGIDO"
