"id","source_folder","campo","valor_antes","valor_source","valor_depois","status"
"media_f36c497ac228ac596cdd","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral curvado com halteres","tags_secundarias","Halteres | Academia | Casa","Halteres | Academia","Halteres | Academia","CORRIGIDO"
"media_f36c497ac228ac596cdd","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral curvado com halteres","tags_compatibilidade","Ombros","Ombros | Halteres | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_8bbd95b346b1ae81af32","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral de braços sem peso","tags_secundarias","Casa | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_8bbd95b346b1ae81af32","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral de braços sem peso","tags_compatibilidade","Ombros","Ombros | Sem aparelhos | Casa","Ombros | Sem aparelhos | Casa","CORRIGIDO"
"media_4054aba26c9c9342e8d4","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral de landmine","tags_secundarias","Barra | Anilhas | Academia","Barra | Academia","Barra | Academia","CORRIGIDO"
"media_4054aba26c9c9342e8d4","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral de landmine","tags_compatibilidade","Ombros","Ombros | Barra | Academia","Ombros | Barra | Academia","CORRIGIDO"
"media_154903db657da1f6344a","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral deltóide traseiro com halteres","tags_secundarias","Banco | Academia | Casa","Halteres | Academia","Halteres | Academia","CORRIGIDO"
"media_154903db657da1f6344a","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral deltóide traseiro com halteres","tags_compatibilidade","Ombros","Ombros | Halteres | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_7ce93fbe567716b3cc79","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral do braço dobrado","tags_secundarias","Halteres | Casa | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_7ce93fbe567716b3cc79","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral do braço dobrado","tags_compatibilidade","Ombros","Ombros | Sem aparelhos | Casa","Ombros | Sem aparelhos | Casa","CORRIGIDO"
"media_2a8aec42b9a334f70e80","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral do cabo","tags_secundarias","Academia","Polia/Cabo | Academia","Polia/Cabo | Academia","CORRIGIDO"
"media_2a8aec42b9a334f70e80","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral do cabo","tags_compatibilidade","Ombros","Ombros | Polia/Cabo | Academia","Ombros | Polia/Cabo | Academia","CORRIGIDO"
"media_3d1a52a202a870041808","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral do cabo inclinado","tags_secundarias","Academia","Polia/Cabo | Banco | Academia","Polia/Cabo | Banco | Academia","CORRIGIDO"
"media_3d1a52a202a870041808","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral do cabo inclinado","tags_compatibilidade","Ombros","Ombros | Polia/Cabo | Banco | Academia","Ombros | Polia/Cabo | Banco | Academia","CORRIGIDO"
"media_03b9755779d3c5440a8b","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral inclinada com halteres","tags_secundarias","Casa | Academia","Halteres | Academia","Halteres | Academia","CORRIGIDO"
"media_03b9755779d3c5440a8b","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral inclinada com halteres","tags_compatibilidade","Ombros","Ombros | Halteres | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_21761ea8609e3a78358d","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral inclinado com haltere de braço único","tags_secundarias","Casa | Academia","Halteres | Banco | Academia","Halteres | Banco | Academia","CORRIGIDO"
"media_21761ea8609e3a78358d","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral inclinado com haltere de braço único","tags_compatibilidade","Ombros","Ombros | Halteres | Banco | Academia","Ombros | Halteres | Banco | Academia","CORRIGIDO"
"media_24e4a6315b1cf32fe07d","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral na máquina","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_24e4a6315b1cf32fe07d","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral na máquina","tags_compatibilidade","Ombros","Ombros | Máquina | Academia","Ombros | Máquina | Academia","CORRIGIDO"
"media_1f3bc8ced33e2ad9012e","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral na máquina - variação 2","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_1f3bc8ced33e2ad9012e","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral na máquina - variação 2","tags_compatibilidade","Ombros","Ombros | Máquina | Academia","Ombros | Máquina | Academia","CORRIGIDO"
"media_ffdf98f90480af67b8d0","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral traseira com halteres sentado","tags_secundarias","Halteres | Academia | Casa","Halteres | Academia","Halteres | Academia","CORRIGIDO"
"media_ffdf98f90480af67b8d0","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral traseira com halteres sentado","tags_compatibilidade","Ombros","Ombros | Halteres | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_d67bcf20520a5f1ea0f6","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral unilateral curvado no cabo","tags_secundarias","Academia","Polia/Cabo | Academia","Polia/Cabo | Academia","CORRIGIDO"
"media_d67bcf20520a5f1ea0f6","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação lateral unilateral curvado no cabo","tags_compatibilidade","Ombros","Ombros | Polia/Cabo | Academia","Ombros | Polia/Cabo | Academia","CORRIGIDO"
"media_d0ef9c1ae8bd3cbe7a83","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação no plano escapular com halteres","tags_compatibilidade","Ombros","Ombros | Halteres | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_8180b15d38850ea9f14b","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação posterior apoiado no banco com halteres","tags_secundarias","Halteres | Academia | Casa","Halteres | Banco | Academia","Halteres | Banco | Academia","CORRIGIDO"
"media_8180b15d38850ea9f14b","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação posterior apoiado no banco com halteres","tags_compatibilidade","Ombros","Ombros | Halteres | Banco | Academia","Ombros | Halteres | Banco | Academia","CORRIGIDO"
"media_47a5d17aa48c815f7e8c","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação posterior com barra","tags_secundarias","Barra | Anilhas | Academia | Casa","Barra | Academia","Barra | Academia","CORRIGIDO"
"media_47a5d17aa48c815f7e8c","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação posterior com barra","tags_compatibilidade","Ombros","Ombros | Barra | Academia","Ombros | Barra | Academia","CORRIGIDO"
"media_aa9c72c4f9529dbc641a","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação posterior curvado com barra","tags_secundarias","Barra | Academia | Casa","Barra | Academia","Barra | Academia","CORRIGIDO"
"media_aa9c72c4f9529dbc641a","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação posterior curvado com barra","tags_compatibilidade","Ombros","Ombros | Barra | Academia","Ombros | Barra | Academia","CORRIGIDO"
"media_138976a003191ea57cdd","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação posterior unilateral deitado com halter","tags_secundarias","Banco | Casa | Academia","Halteres | Academia","Halteres | Academia","CORRIGIDO"
"media_138976a003191ea57cdd","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação posterior unilateral deitado com halter","tags_compatibilidade","Ombros","Ombros | Halteres | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_d1b3fb2f8897c2724ceb","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica com barra","tags_secundarias","Barra | Anilhas | Academia | Casa","Barra | Academia","Barra | Academia","CORRIGIDO"
"media_d1b3fb2f8897c2724ceb","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica com barra","tags_compatibilidade","Glúteos","Glúteos | Barra | Academia","Glúteos | Barra | Academia","CORRIGIDO"
"media_c72936925ea2578c92a9","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica com barra - variação 2","tags_secundarias","Barra | Anilhas | Academia | Casa","Barra | Academia","Barra | Academia","CORRIGIDO"
"media_c72936925ea2578c92a9","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica com barra - variação 2","tags_compatibilidade","Glúteos","Glúteos | Barra | Academia","Glúteos | Barra | Academia","CORRIGIDO"
"media_bb51a0f742533e3c753b","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica com peso corporal","tags_secundarias","Academia | Casa","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_bb51a0f742533e3c753b","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica com peso corporal","tags_compatibilidade","Glúteos","Glúteos | Sem aparelhos | Casa","Glúteos | Sem aparelhos | Casa","CORRIGIDO"
"media_7a906c1c159b957fb672","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica de perna única com barra","tags_secundarias","Barra | Banco | Academia","Barra | Academia","Barra | Academia","CORRIGIDO"
"media_7a906c1c159b957fb672","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica de perna única com barra","tags_compatibilidade","Glúteos","Glúteos | Barra | Academia","Glúteos | Barra | Academia","CORRIGIDO"
"media_acc3c2ef0d313a60c309","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica na máquina","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_acc3c2ef0d313a60c309","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica na máquina","tags_compatibilidade","Glúteos","Glúteos | Máquina | Academia","Glúteos | Máquina | Academia","CORRIGIDO"
"media_d3b7a65073600caf2a61","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica na máquina extensora","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_d3b7a65073600caf2a61","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação pélvica na máquina extensora","tags_compatibilidade","Glúteos","Glúteos | Máquina | Academia","Glúteos | Máquina | Academia","CORRIGIDO"
"media_73d6a19bea9134d3030e","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação T inclinada com halteres","tags_secundarias","","Halteres | Academia","Halteres | Academia","CORRIGIDO"
"media_73d6a19bea9134d3030e","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação T inclinada com halteres","tags_compatibilidade","Ombros","Ombros | Halteres | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_3a7620cd811cf80b9b27","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação unilateral de panturrilha com apoio","tags_secundarias","Casa | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_3a7620cd811cf80b9b27","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação unilateral de panturrilha com apoio","tags_compatibilidade","Panturrilhas","Panturrilhas | Sem aparelhos | Casa","Panturrilhas | Sem aparelhos | Casa","CORRIGIDO"
"media_6f7058f64d57a27854d8","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação Y inclinada com halteres","tags_secundarias","Halteres | Academia | Casa","Halteres | Academia","Halteres | Academia","CORRIGIDO"
"media_6f7058f64d57a27854d8","C:\Users\bruno\Downloads\Exercicios renomeados\Elevação Y inclinada com halteres","tags_compatibilidade","Ombros","Ombros | Halteres | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_f43b9e2ba56dfe145497","C:\Users\bruno\Downloads\Exercicios renomeados\Elevações alternadas das pernas","tags_secundarias","Academia | Casa","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_f43b9e2ba56dfe145497","C:\Users\bruno\Downloads\Exercicios renomeados\Elevações alternadas das pernas","tags_compatibilidade","Abdômen/Core","Abdômen/Core | Sem aparelhos | Casa","Abdômen/Core | Sem aparelhos | Casa","CORRIGIDO"
"media_d60953ed26ae64f21ab9","C:\Users\bruno\Downloads\Exercicios renomeados\Elevações laterais apoiadas no peito com halteres","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Halteres | Academia","Corpo inteiro | Halteres | Academia","CORRIGIDO"
"media_cc635b67c677c9633be3","C:\Users\bruno\Downloads\Exercicios renomeados\Elíptico","tags_secundarias","Academia | Casa","Máquina | Academia | Corpo inteiro","Corpo inteiro | Máquina | Academia","CORRIGIDO"
"media_cc635b67c677c9633be3","C:\Users\bruno\Downloads\Exercicios renomeados\Elíptico","tags_compatibilidade","Cardio","Cardio | Máquina | Academia | Corpo inteiro","Cardio | Máquina | Academia | Corpo inteiro","CORRIGIDO"
"media_5a7b83169004fefcd1d7","C:\Users\bruno\Downloads\Exercicios renomeados\Elíptico com braços","tags_compatibilidade","Cardio | Máquina | Academia","Cardio | Máquina | Academia | Corpo inteiro","Cardio | Máquina | Academia | Corpo inteiro","CORRIGIDO"
"media_06eb797aba61b49a91ef","C:\Users\bruno\Downloads\Exercicios renomeados\Em pé, alongamento do peito com um braço","tags_secundarias","Casa | Academia","Peito | Sem aparelhos | Casa","Peito | Sem aparelhos | Casa","CORRIGIDO"
"media_06eb797aba61b49a91ef","C:\Users\bruno\Downloads\Exercicios renomeados\Em pé, alongamento do peito com um braço","tags_compatibilidade","Alongamento","Alongamento | Peito | Sem aparelhos | Casa","Alongamento | Peito | Sem aparelhos | Casa","CORRIGIDO"
"media_441566631008a3903842","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento com barra acima da cabeça","tags_secundarias","Anilhas | Academia","Barra | Academia","Barra | Academia","CORRIGIDO"
"media_441566631008a3903842","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento com barra acima da cabeça","tags_compatibilidade","Ombros","Ombros | Barra | Academia","Ombros | Barra | Academia","CORRIGIDO"
"media_6e8a4181e0592047c294","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento de ombros com barra","tags_secundarias","Barra","Barra | Academia","Barra | Academia","CORRIGIDO"
"media_6e8a4181e0592047c294","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento de ombros com barra","tags_compatibilidade","Ombros","Ombros | Barra | Academia","Ombros | Barra | Academia","CORRIGIDO"
"media_5c1e48c4bc795db80328","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento de ombros com halteres","tags_secundarias","Halteres | Academia | Casa","Halteres | Academia","Halteres | Academia","CORRIGIDO"
"media_5c1e48c4bc795db80328","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento de ombros com halteres","tags_compatibilidade","Ombros","Ombros | Halteres | Academia","Ombros | Halteres | Academia","CORRIGIDO"
"media_c88cba6792ff2b343d30","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento de ombros inclinado","tags_secundarias","Halteres | Academia | Casa","Banco | Academia","Banco | Academia","CORRIGIDO"
"media_c88cba6792ff2b343d30","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento de ombros inclinado","tags_compatibilidade","Ombros","Ombros | Banco | Academia","Ombros | Banco | Academia","CORRIGIDO"
"media_f546459b34d491eb2927","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento de ombros inclinado com halteres","tags_secundarias","Halteres | Academia | Casa","Halteres | Banco | Academia","Halteres | Banco | Academia","CORRIGIDO"
"media_f546459b34d491eb2927","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento de ombros inclinado com halteres","tags_compatibilidade","Ombros","Ombros | Halteres | Banco | Academia","Ombros | Halteres | Banco | Academia","CORRIGIDO"
"media_8c09ddcd9df0f326d5d6","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento Gittleson","tags_secundarias","Banco | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_8c09ddcd9df0f326d5d6","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento Gittleson","tags_compatibilidade","Ombros","Ombros | Sem aparelhos | Casa","Ombros | Sem aparelhos | Casa","CORRIGIDO"
"media_28d1aaf6e395d0113bf8","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento na máquina","tags_secundarias","Barra | Anilhas | Academia | Casa","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_28d1aaf6e395d0113bf8","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento na máquina","tags_compatibilidade","Ombros","Ombros | Máquina | Academia","Ombros | Máquina | Academia","CORRIGIDO"
"media_4dce2ed64ec5aa728817","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento na máquina sem pegada","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_4dce2ed64ec5aa728817","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento na máquina sem pegada","tags_compatibilidade","Antebraços","Antebraços | Máquina | Academia","Antebraços | Máquina | Academia","CORRIGIDO"
"media_bb47de33231e3923cd1f","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento no cabo","tags_secundarias","Academia","Polia/Cabo | Academia","Polia/Cabo | Academia","CORRIGIDO"
"media_bb47de33231e3923cd1f","C:\Users\bruno\Downloads\Exercicios renomeados\Encolhimento no cabo","tags_compatibilidade","Ombros","Ombros | Polia/Cabo | Academia","Ombros | Polia/Cabo | Academia","CORRIGIDO"
"media_0e2667140863733a4e38","C:\Users\bruno\Downloads\Exercicios renomeados\Ergômetro de braços","tag_principal","Cardio","Corpo inteiro","Corpo inteiro","CORRIGIDO"
"media_0e2667140863733a4e38","C:\Users\bruno\Downloads\Exercicios renomeados\Ergômetro de braços","tags_compatibilidade","Cardio | Sem aparelhos | Casa","Corpo inteiro | Sem aparelhos | Casa","Corpo inteiro | Sem aparelhos | Casa","CORRIGIDO"
"media_6e7780b2d402ae54919e","C:\Users\bruno\Downloads\Exercicios renomeados\Escada de agilidade frontal","tags_secundarias","","Sem aparelhos | Casa | Corpo inteiro","Corpo inteiro | Sem aparelhos | Casa","CORRIGIDO"
"media_6e7780b2d402ae54919e","C:\Users\bruno\Downloads\Exercicios renomeados\Escada de agilidade frontal","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio | Sem aparelhos | Casa | Corpo inteiro","CORRIGIDO"
"media_4ae24eac651893ec01f5","C:\Users\bruno\Downloads\Exercicios renomeados\Escada de agilidade lateral","tags_secundarias","Academia | Casa | Ao ar livre","Sem aparelhos | Casa | Corpo inteiro","Corpo inteiro | Sem aparelhos | Casa","CORRIGIDO"
"media_4ae24eac651893ec01f5","C:\Users\bruno\Downloads\Exercicios renomeados\Escada de agilidade lateral","tags_compatibilidade","Cardio","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio | Sem aparelhos | Casa | Corpo inteiro","CORRIGIDO"
"media_22620fa426bc238ef5a2","C:\Users\bruno\Downloads\Exercicios renomeados\Escada ergométrica","tags_secundarias","Academia","Máquina | Academia | Corpo inteiro","Corpo inteiro | Máquina | Academia","CORRIGIDO"
"media_22620fa426bc238ef5a2","C:\Users\bruno\Downloads\Exercicios renomeados\Escada ergométrica","tags_compatibilidade","Cardio","Cardio | Máquina | Academia | Corpo inteiro","Cardio | Máquina | Academia | Corpo inteiro","CORRIGIDO"
"media_7d3709150966cd6f7afd","C:\Users\bruno\Downloads\Exercicios renomeados\Escalada de corda","tags_secundarias","Academia","Corda | Academia","Corda | Academia","CORRIGIDO"
"media_7d3709150966cd6f7afd","C:\Users\bruno\Downloads\Exercicios renomeados\Escalada de corda","tags_compatibilidade","Costas","Costas | Corda | Academia","Costas | Corda | Academia","CORRIGIDO"
"media_6186845cf57400811ad0","C:\Users\bruno\Downloads\Exercicios renomeados\Esteira","tags_secundarias","Esteira | Academia | Casa","Esteira | Academia","Esteira | Academia","CORRIGIDO"
"media_6186845cf57400811ad0","C:\Users\bruno\Downloads\Exercicios renomeados\Esteira","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Esteira | Academia","Corpo inteiro | Esteira | Academia","CORRIGIDO"
"media_0f1bbd4ee5650b3776bb","C:\Users\bruno\Downloads\Exercicios renomeados\Esteira - Variação 2","tags_secundarias","Esteira | Academia | Casa","Esteira | Academia","Esteira | Academia","CORRIGIDO"
"media_0f1bbd4ee5650b3776bb","C:\Users\bruno\Downloads\Exercicios renomeados\Esteira - Variação 2","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Esteira | Academia","Corpo inteiro | Esteira | Academia","CORRIGIDO"
"media_bc49881a64be554ff97a","C:\Users\bruno\Downloads\Exercicios renomeados\Esteira inclinada","tags_secundarias","Esteira | Academia | Casa","Esteira | Academia","Esteira | Academia","CORRIGIDO"
"media_bc49881a64be554ff97a","C:\Users\bruno\Downloads\Exercicios renomeados\Esteira inclinada","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Esteira | Academia","Corpo inteiro | Esteira | Academia","CORRIGIDO"
"media_8444ec372e803bafaf02","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical com arnês","tags_secundarias","Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_8444ec372e803bafaf02","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical com arnês","tags_compatibilidade","Pescoço","Pescoço | Sem aparelhos | Casa","Pescoço | Sem aparelhos | Casa","CORRIGIDO"
"media_34ca7a2c220fd7ffeffa","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical com peso deitado","tags_secundarias","Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_34ca7a2c220fd7ffeffa","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical com peso deitado","tags_compatibilidade","Pescoço","Pescoço | Sem aparelhos | Casa","Pescoço | Sem aparelhos | Casa","CORRIGIDO"
"media_0d389bd7d0b1d6a1e7f5","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical com peso deitado - variação 2","tags_secundarias","Banco | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_0d389bd7d0b1d6a1e7f5","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical com peso deitado - variação 2","tags_compatibilidade","Pescoço","Pescoço | Sem aparelhos | Casa","Pescoço | Sem aparelhos | Casa","CORRIGIDO"
"media_6ea6e2e6bfaea7786407","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical deitado de bruços","tags_secundarias","Banco | Casa | Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_6ea6e2e6bfaea7786407","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical deitado de bruços","tags_compatibilidade","Pescoço","Pescoço | Sem aparelhos | Casa","Pescoço | Sem aparelhos | Casa","CORRIGIDO"
"media_1d2274cbb15ad7bc514f","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical sentado no cabo com arnês","tags_secundarias","Banco | Academia","Polia/Cabo | Academia","Polia/Cabo | Academia","CORRIGIDO"
"media_1d2274cbb15ad7bc514f","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão cervical sentado no cabo com arnês","tags_compatibilidade","Pescoço","Pescoço | Polia/Cabo | Academia","Pescoço | Polia/Cabo | Academia","CORRIGIDO"
"media_67ddf1893c83671e49b7","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão da coluna em pé (Yoga)","tags_secundarias","Casa | Academia","Costas | Sem aparelhos | Casa","Costas | Sem aparelhos | Casa","CORRIGIDO"
"media_67ddf1893c83671e49b7","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão da coluna em pé (Yoga)","tags_compatibilidade","Alongamento","Alongamento | Costas | Sem aparelhos | Casa","Alongamento | Costas | Sem aparelhos | Casa","CORRIGIDO"
"media_ec29af6b204cc24c0dd2","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de ombro no cabo","tags_secundarias","Academia","Polia/Cabo | Academia","Polia/Cabo | Academia","CORRIGIDO"
"media_ec29af6b204cc24c0dd2","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de ombro no cabo","tags_compatibilidade","Corpo inteiro","Corpo inteiro | Polia/Cabo | Academia","Corpo inteiro | Polia/Cabo | Academia","CORRIGIDO"
"media_3a3efd979b67bd3557f2","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de pernas na máquina","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_3a3efd979b67bd3557f2","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de pernas na máquina","tags_compatibilidade","Quadríceps","Quadríceps | Máquina | Academia","Quadríceps | Máquina | Academia","CORRIGIDO"
"media_d508aa4c2cc52ede0109","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de pescoço na máquina com anilhas","tags_secundarias","Academia","Anilhas | Máquina | Academia","Anilhas | Máquina | Academia","CORRIGIDO"
"media_d508aa4c2cc52ede0109","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de pescoço na máquina com anilhas","tags_compatibilidade","Pescoço","Pescoço | Anilhas | Máquina | Academia","Pescoço | Anilhas | Máquina | Academia","CORRIGIDO"
"media_f39e6793b455e785a3f5","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de quadril em pé","tags_secundarias","Academia","Sem aparelhos | Casa","Sem aparelhos | Casa","CORRIGIDO"
"media_f39e6793b455e785a3f5","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de quadril em pé","tags_compatibilidade","Glúteos","Glúteos | Sem aparelhos | Casa","Glúteos | Sem aparelhos | Casa","CORRIGIDO"
"media_0d2817d24094af2721eb","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de quadril no banco","tags_secundarias","Banco | Casa | Academia","Banco | Academia","Banco | Academia","CORRIGIDO"
"media_0d2817d24094af2721eb","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de quadril no banco","tags_compatibilidade","Glúteos","Glúteos | Banco | Academia","Glúteos | Banco | Academia","CORRIGIDO"
"media_023991c951b11f9e43b3","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de quadril no cabo","tags_secundarias","Academia","Polia/Cabo | Academia","Polia/Cabo | Academia","CORRIGIDO"
"media_023991c951b11f9e43b3","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de quadril no cabo","tags_compatibilidade","Glúteos","Glúteos | Polia/Cabo | Academia","Glúteos | Polia/Cabo | Academia","CORRIGIDO"
"media_1e570accb3fa8397ebad","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de tronco na máquina","tags_secundarias","Academia","Máquina | Academia","Máquina | Academia","CORRIGIDO"
"media_1e570accb3fa8397ebad","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de tronco na máquina","tags_compatibilidade","Costas","Costas | Máquina | Academia","Costas | Máquina | Academia","CORRIGIDO"
"media_30668254aec6895ee7f3","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de tríceps acima da cabeça na polia","tags_secundarias","Academia","Polia/Cabo | Academia","Polia/Cabo | Academia","CORRIGIDO"
"media_30668254aec6895ee7f3","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de tríceps acima da cabeça na polia","tags_compatibilidade","Tríceps","Tríceps | Polia/Cabo | Academia","Tríceps | Polia/Cabo | Academia","CORRIGIDO"
"media_3051376b2de09cafe7a1","C:\Users\bruno\Downloads\Exercicios renomeados\Extensão de tríceps unilateral com halter sentado","tags_secundarias","Academia | Casa","Halteres | Academia","Halteres | Academia","CORRIGIDO"
